country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
USA,United States of America,Minco Wind II  LLC,100.8,35.3253,-98.0714,Wind,,,,2011.0,FPLE Wind  LLC,351.081,U.S. Energy Information Administration,397.59
USA,United States of America,Mine Falls Generating Station,3.0,42.7503,-71.5053,Hydro,,,,1986.0,City of Nashua  NH,9.727,U.S. Energy Information Administration,8.2
USA,United States of America,Minetto,10.0,43.4003,-76.4739,Hydro,,,,1915.0,Erie Boulevard Hydropower LP,37.821,U.S. Energy Information Administration,43.08
USA,United States of America,Minidoka,27.7,42.6699,-113.4832,Hydro,,,,1980.249097,U S Bureau of Reclamation,39.952,U.S. Energy Information Administration,100.86
USA,United States of America,Mink Creek Hydro,3.1,42.2608,-111.6656,Hydro,,,,1987.0,Mink Creek Hydro Entity,10.281,U.S. Energy Information Administration,6.44
USA,United States of America,MinnDakota Wind LLC,150.0,44.2667,-96.3444,Wind,,,,2008.0,Avangrid Renewables LLC,464.818,U.S. Energy Information Administration,559.05
USA,United States of America,Minnesota Breeze LLC,1.3,43.5833,-95.7781,Wind,,,,2006.0,Midwest Power Partners LLC,1.724,U.S. Energy Information Administration,3.64
USA,United States of America,Minonk Wind Farm,200.0,40.8886,-88.9972,Wind,,,,2012.0,Algonquin Power Co,654.626,U.S. Energy Information Administration,670.1
USA,United States of America,Minot Wind Project,7.1,48.0213,-101.2805,Wind,,,,2007.43662,Basin Electric Power Coop,17.518,U.S. Energy Information Administration,19.95
USA,United States of America,Minwind,3.8,43.5564,-96.3036,Wind,,,,2002.0,Community Renewables  LLC,6.877,U.S. Energy Information Administration,11.02
USA,United States of America,Minwind 3-9,11.5,43.6383,-96.3919,Wind,,,,2005.0,Rock County Energy Center  LLC,11.097,U.S. Energy Information Administration,33.62
USA,United States of America,Mio,5.0,44.6611,-84.1317,Hydro,,,,1916.0,Consumers Energy Co,18.469,U.S. Energy Information Administration,18.87
USA,United States of America,Mira Loma,3.0,34.0131,-117.5375,Solar,,,,2011.0,Costco Wholesale,2.661,U.S. Energy Information Administration,5.37
USA,United States of America,Mission,1.8,35.0647,-83.9258,Hydro,,,,1931.0,Northbrook Carolina Hydro II  LLC,5.802,U.S. Energy Information Administration,4.9
USA,United States of America,Mitchell Dam,170.0,32.806,-86.4449,Hydro,,,,1980.764706,Alabama Power Co,539.163,U.S. Energy Information Administration,579.65
USA,United States of America,Moccasin,100.0,37.8094,-120.2993,Hydro,,,,1969.0,City & County of San Francisco,327.961,U.S. Energy Information Administration,300.64
USA,United States of America,Moccasin Low Head Hydro Project,2.9,37.8164,-120.312,Hydro,,,,1987.0,City & County of San Francisco,0.0,U.S. Energy Information Administration,10.36
USA,United States of America,Mocksville Farm,5.0,35.8786,-80.5419,Solar,,,,2012.0,Mocksville Lessee LLC,8.755,U.S. Energy Information Administration,8.16
USA,United States of America,Mojave 16,48.0,35.045,-118.2642,Wind,,,,1990.0,Terra-Gen Operating Co-Wind,52.089,U.S. Energy Information Administration,73.0
USA,United States of America,Mojave 18,40.5,35.046,-118.2757,Wind,,,,1990.0,Terra-Gen Operating Co-Wind,49.167,U.S. Energy Information Administration,69.42
USA,United States of America,Mojave 3,23.5,35.068,-118.2898,Wind,,,,1991.0,Terra-Gen Operating Co-Wind,48.016,U.S. Energy Information Administration,55.92
USA,United States of America,Mojave 4,29.0,35.0506,-118.2572,Wind,,,,1991.0,Terra-Gen Operating Co-Wind,51.515,U.S. Energy Information Administration,71.79
USA,United States of America,Mojave 5,22.5,35.076,-118.2487,Wind,,,,1991.0,Terra-Gen Operating Co-Wind,42.302,U.S. Energy Information Administration,59.03
USA,United States of America,Mojave Siphon,32.7,34.3074,-117.3235,Hydro,,,,1996.0,California Dept. of Water Resources,77.242,U.S. Energy Information Administration,95.78
USA,United States of America,Mongaup,7.3,41.5377,-74.7714,Hydro,,,,1923.0,Eagle Creek RE LLC,13.044,U.S. Energy Information Administration,12.42
USA,United States of America,Monroe (NE),8.4,41.4872,-97.6078,Hydro,,,,1936.0,Loup River Public Power Dist,15.398,U.S. Energy Information Administration,27.85
USA,United States of America,Monroe Street,14.8,47.6536,-117.4206,Hydro,,,,1993.0,Avista Corp,98.076,U.S. Energy Information Administration,70.71
USA,United States of America,Monterey Regional Water Pollution Control Agency,1.0,36.7211,-121.7878,Solar,,,,2011.0,Tesla Inc.,1.096,U.S. Energy Information Administration,1.44
USA,United States of America,Montezuma Wind II,78.2,38.1167,-121.8219,Wind,,,,2012.0,NextEra Energy Montezuma Wind II  LLC,197.182,U.S. Energy Information Administration,259.83
USA,United States of America,Montfort Wind Energy Center,30.0,42.9625,-90.3867,Wind,,,,2002.0,Wisconsin Electric Power Co,45.408,U.S. Energy Information Administration,79.38
USA,United States of America,Montgomery Creek Hydro,2.6,40.8468,-121.9564,Hydro,,,,1987.0,Enel Green Power NA  Inc.,9.971,U.S. Energy Information Administration,9.12
USA,United States of America,Monticello Dam,11.5,38.5131,-122.1044,Hydro,,,,1983.0,Solano Irrigation District,44.167,U.S. Energy Information Administration,30.48
USA,United States of America,Moorhead Wind Turbine,1.4,46.895,-96.7347,Wind,,,,2000.0,City of Moorhead - (MN),1.655,U.S. Energy Information Administration,2.46
USA,United States of America,Moose River,12.6,43.6107,-75.3413,Hydro,,,,1987.0,EONY Generation Limited,60.411,U.S. Energy Information Administration,46.32
USA,United States of America,Mora Drop Hydroelectric Project,1.7,43.46,-116.4725,Hydro,,,,2006.0,Boise-Kuna Irrigation District,4.545,U.S. Energy Information Administration,4.63
USA,United States of America,Moraine II Wind LLC,49.5,44.1238,-96.0784,Wind,,,,2009.0,Avangrid Renewables LLC,149.932,U.S. Energy Information Administration,185.37
USA,United States of America,Moraine Wind LLC,51.0,44.0667,-96.0667,Wind,,,,2004.0,Avangrid Renewables LLC,131.255,U.S. Energy Information Administration,174.92
USA,United States of America,Morgan Falls,16.8,33.9684,-84.3827,Hydro,,,,1904.0,Georgia Power Co,28.86,U.S. Energy Information Administration,70.44
USA,United States of America,Morgantown Solar Park,2.0,40.1521,-75.8659,Solar,,,,2011.0,The Hankin Group,2.461,U.S. Energy Information Administration,3.0
USA,United States of America,Mormon Flat,63.5,33.5536,-111.4431,Hydro,,,,1964.480315,Salt River Project,25.37,U.S. Energy Information Administration,152.6
USA,United States of America,Morning Light Wind Farm,101.2,41.4542,-94.5751,Wind,,,,2012.0,MidAmerican Energy Co,304.932,U.S. Energy Information Administration,421.83
USA,United States of America,Morony,63.0,47.5817,-111.0609,Hydro,,,,1930.0,NorthWestern Energy,318.712,U.S. Energy Information Administration,210.89
USA,United States of America,Morrisville,1.8,44.5618,-72.6024,Hydro,,,,1924.0,Village of Morrisville - (VT),3.647,U.S. Energy Information Administration,4.75
USA,United States of America,Morrow Point,173.2,38.4518,-107.5393,Hydro,,,,1971.0,U S Bureau of Reclamation,296.887,U.S. Energy Information Administration,580.77
USA,United States of America,Moshier,8.0,43.8719,-75.1364,Hydro,,,,1929.0,Erie Boulevard Hydropower LP,46.217,U.S. Energy Information Administration,29.51
USA,United States of America,Mossyrock,300.0,46.5347,-122.4247,Hydro,,,,1968.0,City of Tacoma - (WA),583.455,U.S. Energy Information Administration,881.6
USA,United States of America,Mother Ann Lee,2.1,37.8297,-84.7247,Hydro,,,,2007.666667,Lock 7 Hydro Partners LLC,8.47,U.S. Energy Information Administration,9.09
USA,United States of America,Mottville,1.6,41.8056,-85.7505,Hydro,,,,1923.0,Indiana Michigan Power Co,8.371,U.S. Energy Information Administration,6.34
USA,United States of America,Moulton Wind Power,2.0,43.9204,-95.9559,Wind,,,,2002.0,EDF Renewable Asset Holdings  Inc.,1.433,U.S. Energy Information Administration,6.16
USA,United States of America,Mount Elbert,200.0,39.0942,-106.3523,Hydro,,,,1982.5,U S Bureau of Reclamation,-47.913,U.S. Energy Information Administration,506.95
USA,United States of America,Mount Saint Mary's,13.7,39.675,-77.345,Solar,,,,2012.0,Constellation Solar Horizons LLC,20.092,U.S. Energy Information Administration,22.32
USA,United States of America,Mountain Home,21.0,43.0272,-115.4656,Wind,,,,2008.0,Hot Springs Windfarm  LLC,37.139,U.S. Energy Information Administration,66.7
USA,United States of America,Mountain Island,60.0,35.3339,-80.9867,Hydro,,,,1924.0,Duke Energy Carolinas  LLC,177.95,U.S. Energy Information Administration,214.09
USA,United States of America,Mountain View I&2,64.8,33.9211,-116.5642,Wind,,,,2001.0,AES Wind Generation Inc,196.597,U.S. Energy Information Administration,227.84
USA,United States of America,Mountain View III,22.4,33.9141,-116.5914,Wind,,,,2004.0,Avangrid Renewables LLC,67.87,U.S. Energy Information Administration,75.83
USA,United States of America,Mountain View IV,49.0,33.8816,-116.5527,Wind,,,,2012.0,AES Wind Generation Inc,172.485,U.S. Energy Information Administration,163.11
USA,United States of America,Mountain Wind Power II LLC,80.0,41.2639,-110.5444,Wind,,,,2008.0,NRG Energy Gas & Wind Holdings Inc,198.886,U.S. Energy Information Administration,226.38
USA,United States of America,Mountain Wind Power LLC,61.0,41.2881,-110.4807,Wind,,,,2008.0,NRG Energy Gas & Wind Holdings Inc,158.608,U.S. Energy Information Administration,175.43
USA,United States of America,Mountaineer Wind Energy Center,66.0,39.1828,-79.5372,Wind,,,,2003.0,GlidePath Power Operations LLC,130.642,U.S. Energy Information Administration,193.87
USA,United States of America,Mower County Wind Energy Center,98.9,43.6141,-92.5988,Wind,,,,2007.0,FPL Energy Mower County LLC,259.08,U.S. Energy Information Administration,324.66
USA,United States of America,Moyie Springs,3.9,48.7339,-116.1752,Hydro,,,,1957.641026,City of Bonners Ferry,21.76317,U.S. Energy Information Administration,14.81
USA,United States of America,Mt Ida Hydroelectric,3.0,42.7213,-73.6806,Hydro,,,,1992.0,Ampersand Mount Ida Hydro LLC,9.274,U.S. Energy Information Administration,6.24
USA,United States of America,Mt Wachusett Community College,3.4,42.5886,-71.9842,Wind,,,,2011.0,Mt Wachusett Community College,5.29749,U.S. Energy Information Administration,10.7
USA,United States of America,Muck Valley Hydroelectric,29.9,40.9764,-121.2558,Hydro,,,,1989.0,Brookfield Renewable Trading and Marketing LP,83.31,U.S. Energy Information Administration,87.72
USA,United States of America,Muddy Run,1072.0,39.8076,-76.2993,Hydro,,,,1967.25,Exelon Power,-380.204,U.S. Energy Information Administration,3336.8
USA,United States of America,Munich Re Plaza,2.4,40.3503,-74.5927,Solar,,,,2012.0,Munich Reinsurance America  Inc,2.652,U.S. Energy Information Administration,3.66
USA,United States of America,Munnsville Wind Farm LLC,34.5,42.9086,-75.5697,Wind,,,,2007.0,RWE Renewables Americas LLC,33.227,U.S. Energy Information Administration,91.84
USA,United States of America,Murphy Farm Power  LLC,1.0,34.9992,-84.1573,Solar,,,,2011.0,Murphy Farm Power  LLC,1.275,U.S. Energy Information Administration,1.6
USA,United States of America,Murphys,3.6,38.1471,-120.4464,Hydro,,,,1954.0,Utica Water & Power Authority,14.963,U.S. Energy Information Administration,8.3
USA,United States of America,Murray,45.4,34.7956,-92.3569,Hydro,,,,1988.0,City of North Little Rock - (AR),89.605,U.S. Energy Information Administration,177.49
USA,United States of America,Murray Hill Solar,1.0,40.6844,-74.4044,Solar,,,,2011.0,Consolidated Edison Development Inc.,1.662,U.S. Energy Information Administration,1.53
USA,United States of America,Mustang Hills LLC,150.0,35.0309,-118.2932,Wind,,,,2012.0,RWE Renewables Americas LLC,264.116,U.S. Energy Information Administration,475.55
USA,United States of America,Mystic,12.0,45.2257,-109.7625,Hydro,,,,1925.0,NorthWestern Energy,57.802,U.S. Energy Information Administration,30.51
USA,United States of America,NBC Field's Point Wind Farm,4.5,41.7941,-71.3892,Wind,,,,2012.0,Narragansett Bay Commission,7.677,U.S. Energy Information Administration,12.48
USA,United States of America,NEDC Solar Site,1.0,42.1052,-71.703,Solar,,,,2010.0,Massachusetts Electric Co,1.023,U.S. Energy Information Administration,1.48
USA,United States of America,NES Rutgers Solar,1.0,40.0709,-74.1612,Solar,,,,2012.0,NES Rutgers LLC,1.197,U.S. Energy Information Administration,1.64
USA,United States of America,NFM Solar Power LLC,1.9,42.6108,-72.4742,Solar,,,,2012.0,FirstLight Power Resources  Inc. - MA,1.771,U.S. Energy Information Administration,2.14
USA,United States of America,NJ Oak Solar Plant,10.0,39.3806,-75.1883,Solar,,,,2012.0,NJ Oak Solar LLC,14.626,U.S. Energy Information Administration,16.86
USA,United States of America,NJMC Landfill,2.5,40.7508,-74.11,Solar,,,,2012.0,Public Service Elec & Gas Co,3.69,U.S. Energy Information Administration,3.77
USA,United States of America,NLMU Wind,1.5,40.955,-91.3944,Wind,,,,2011.0,New London Municipal Utilities,5.017,U.S. Energy Information Administration,4.42
USA,United States of America,NWP Indian Mesa Wind Farm,82.5,30.9315,-102.2014,Wind,,,,2001.0,NWP Indian Mesa Wind Farm LP,208.256,U.S. Energy Information Administration,230.03
USA,United States of America,Nacimiento Hydro Project,4.4,35.7986,-120.8833,Hydro,,,,1987.0,Monterey Cnty Water Res Agency,13.218,U.S. Energy Information Administration,9.64
USA,United States of America,Nacoochee,4.8,34.7553,-83.5011,Hydro,,,,1926.5,Georgia Power Co,20.428,U.S. Energy Information Administration,16.05
USA,United States of America,Nantahala,43.2,35.2715,-83.6762,Hydro,,,,1942.0,Duke Energy Carolinas  LLC,236.212,U.S. Energy Information Administration,117.69
USA,United States of America,Napoleon Solar I,8.0,41.3884,-84.0958,Solar,,,,2012.0,Enfinity BNB Napoleon Solar LLC,12.234,U.S. Energy Information Administration,10.39
USA,United States of America,Narrows (AR),25.5,34.1484,-93.7152,Hydro,,,,1956.333333,USCE -Vickburg District,71.173,U.S. Energy Information Administration,61.35
USA,United States of America,Narrows (NC),108.8,35.4189,-80.0917,Hydro,,,,1919.235294,Cube Hydro Carolinas Yadkin,578.985,U.S. Energy Information Administration,401.83
USA,United States of America,Narrows 2,46.7,39.239,-121.2704,Hydro,,,,1970.0,Yuba County Water Agency,266.252,U.S. Energy Information Administration,151.52
USA,United States of America,Narrows PH,10.2,39.2364,-121.2717,Hydro,,,,1943.0,Pacific Gas & Electric Co.,47.007,U.S. Energy Information Administration,38.35
USA,United States of America,NaturEner Glacier Wind Energy 1,106.5,48.51,-112.1097,Wind,,,,2008.0,NaturEner Glacier Wind Energy 1 LLC,254.813,U.S. Energy Information Administration,353.69
USA,United States of America,NaturEner Glacier Wind Energy 2,103.5,48.5333,-112.1847,Wind,,,,2009.0,NaturEner Glacier Wind Energy 2 LLC,264.259,U.S. Energy Information Administration,384.34
USA,United States of America,Navajo Dam,30.0,36.8061,-107.6131,Hydro,,,,1989.0,City of Farmington - (NM),57.716,U.S. Energy Information Administration,92.07
USA,United States of America,Naval Air Weapons Station China Lake,11.1,35.6877,-117.6814,Solar,,,,2012.0,Solar Star California XV  LLC,23.952,U.S. Energy Information Administration,24.91
USA,United States of America,Neal Shoals,4.4,34.6642,-81.4486,Hydro,,,,1905.0,Dominion Energy South Carolina  Inc,17.895,U.S. Energy Information Administration,15.91
USA,United States of America,NedPower Mount Storm,264.0,39.2175,-79.2094,Wind,,,,2008.378788,NedPower Mt Storm LLC,579.69,U.S. Energy Information Administration,774.72
USA,United States of America,Nellis Air Force Base Solar Array,14.0,36.2603,-115.0544,Solar,,,,2007.278571,Solar Star NAFB LLC,26.474,U.S. Energy Information Administration,25.24
USA,United States of America,Nelson Creek,1.2,41.0289,-121.8924,Hydro,,,,1989.0,Nelson Creek Power Inc,2.574,U.S. Energy Information Administration,4.16
USA,United States of America,Neuse River Solar Farm,1.1,35.7144,-78.4989,Solar,,,,2012.0,CleanCapital,1.602,U.S. Energy Information Administration,1.7
USA,United States of America,Nevada Solar One,75.7,35.7998,-114.9817,Solar,Gas,,,2007.0,Acciona Solar Power,112.548,U.S. Energy Information Administration,134.22
USA,United States of America,Neversink,25.0,41.8194,-74.6358,Hydro,,,,1954.0,New York Power Authority,17.632,U.S. Energy Information Administration,55.61
USA,United States of America,New Badger,8.2,44.2772,-88.2678,Hydro,,,,2014.0,City of Kaukauna,55.504,U.S. Energy Information Administration,33.9
USA,United States of America,New Harvest Wind Project LLC,100.0,42.1597,-95.4397,Wind,,,,2012.0,Avangrid Renewables LLC,286.413,U.S. Energy Information Administration,407.29
USA,United States of America,New Hogan Power Plant,3.0,38.1496,-120.8149,Hydro,,,,1989.0,Modesto Irrigation District,10.385,U.S. Energy Information Administration,6.4
USA,United States of America,New Lahontan,4.0,39.4636,-119.0652,Hydro,,,,1989.0,Truckee-Carson Irrigation District,15.631,U.S. Energy Information Administration,14.07
USA,United States of America,New Martinsville Hannibal Hydro,37.4,39.6672,-80.8642,Hydro,,,,1988.0,New Martinsville Hannibal Hydro,214.236,U.S. Energy Information Administration,154.75
USA,United States of America,New Melones,300.0,37.9469,-120.5282,Hydro,,,,1979.0,U S Bureau of Reclamation,748.456,U.S. Energy Information Administration,617.33
USA,United States of America,New Mexico Wind Energy Center,204.0,34.6357,-104.0473,Wind,,,,2003.0,FPL Energy New Mexico Wind LLC,610.06,U.S. Energy Information Administration,562.82
USA,United States of America,New York State Dam Hydro,11.4,42.7818,-73.6961,Hydro,,,,1990.0,Boralex Hydro Operations Inc,53.012,U.S. Energy Information Administration,50.2
USA,United States of America,Newcastle,12.7,38.8352,-121.093,Hydro,,,,1987.0,Pacific Gas & Electric Co.,21.393,U.S. Energy Information Administration,41.19
USA,United States of America,Newfound Hydroelectric,1.4,43.59,-71.733,Hydro,,,,1984.0,KTZ Hydro LLC,2.116,U.S. Energy Information Administration,5.13
USA,United States of America,Newhalem,2.3,48.6759,-121.2408,Hydro,,,,1970.0,City of Seattle - (WA),-0.076,U.S. Energy Information Administration,8.73
USA,United States of America,Newport,4.0,44.9376,-72.18,Hydro,,,,1941.1,Great Bay Hydro Corp,17.811,U.S. Energy Information Administration,14.77
USA,United States of America,Newport Hydro,1.7,43.1853,-75.0169,Hydro,,,,1988.0,Eagle Creek RE LLC,6.658,U.S. Energy Information Administration,6.73
USA,United States of America,Newport Hydro Station,1.4,38.5714,-78.5936,Hydro,,,,1923.0,PE Hydro Generation  LLC,5.503,U.S. Energy Information Administration,4.41
USA,United States of America,Niagara,3.6,37.2544,-79.8756,Hydro,,,,1954.0,Appalachian Power Co,10.524,U.S. Energy Information Administration,7.67
USA,United States of America,Niangua,3.0,37.9385,-92.8477,Hydro,,,,1930.0,Sho-Me Power Electric Coop,0.798,U.S. Energy Information Administration,8.97
USA,United States of America,Nickajack,103.9,35.0017,-85.6218,Hydro,,,,1968.0,Tennessee Valley Authority,584.994,U.S. Energy Information Administration,471.53
USA,United States of America,Nickel 1 Solar Facility,1.5,35.6473,-119.7165,Solar,,,,2012.0,NLH1 Solar LLC,2.423,U.S. Energy Information Administration,3.31
USA,United States of America,Nimbus,13.4,38.6373,-121.2202,Hydro,,,,1955.0,U S Bureau of Reclamation,40.279,U.S. Energy Information Administration,52.7
USA,United States of America,Nine Canyon,95.9,46.0958,-119.0964,Wind,,,,2002.0,Energy Northwest,196.564,U.S. Energy Information Administration,271.36
USA,United States of America,Nine Mile,37.6,47.7697,-117.5372,Hydro,,,,1954.212766,Avista Corp,119.575,U.S. Energy Information Administration,146.55
USA,United States of America,Ninth Street Hydropower Project,1.2,45.0717,-83.4381,Hydro,,,,1990.0,Thunder Bay Power Co LLC,7.743,U.S. Energy Information Administration,4.96
USA,United States of America,Noble Altona Windpark LLC,97.5,44.8216,-73.6509,Wind,,,,2009.0,Noble Wind Operations LLC,171.503,U.S. Energy Information Administration,278.27
USA,United States of America,Noble Bliss Windpark LLC,100.5,42.5367,-78.3047,Wind,,,,2008.0,Noble Wind Operations LLC,206.373,U.S. Energy Information Administration,282.49
USA,United States of America,Noble Chateaugay Windpark LLC,106.5,44.8917,-74.0299,Wind,,,,2009.0,Noble Wind Operations LLC,197.103,U.S. Energy Information Administration,301.82
USA,United States of America,Noble Clinton Windpark LLC,100.5,44.8914,-74.0061,Wind,,,,2008.0,Noble Wind Operations LLC,167.892,U.S. Energy Information Administration,294.62
USA,United States of America,Noble Ellenburg Windpark LLC,81.0,44.8914,-74.0061,Wind,,,,2008.0,Noble Wind Operations LLC,158.121,U.S. Energy Information Administration,232.69
USA,United States of America,Noble Ridge LLC,1.5,43.7547,-95.8534,Wind,,,,2002.0,RENEW Energy Inc,1.462,U.S. Energy Information Administration,4.17
USA,United States of America,Noble Wethersfield Windpark LLC,126.0,42.6697,-78.2278,Wind,,,,2009.0,Noble Wind Operations LLC,266.649,U.S. Energy Information Administration,334.06
USA,United States of America,Nobles Wind Project,201.0,43.7036,-95.7131,Wind,,,,2011.0,Northern States Power Co - Minnesota,634.134,U.S. Energy Information Administration,752.72
USA,United States of America,Nolte,2.4,29.5376,-97.9321,Hydro,,,,1927.0,Guadalupe Blanco River Authority,9.344,U.S. Energy Information Administration,7.71
USA,United States of America,Nooksack Hydro,1.5,48.9078,-121.8142,Hydro,,,,1906.0,Puget Sound Hydro LLC,22.78,U.S. Energy Information Administration,5.74
USA,United States of America,Norfolk,5.0,44.8053,-74.9975,Hydro,,,,1928.0,Erie Boulevard Hydropower LP,26.95,U.S. Energy Information Administration,21.61
USA,United States of America,Norfork,80.4,36.2491,-92.2401,Hydro,,,,1947.0,USCE-Little Rock District,287.794,U.S. Energy Information Administration,281.78
USA,United States of America,Normanskill Hydro Project,1.2,42.7124,-73.9573,Hydro,,,,1983.0,Watervliet City of,2.51,U.S. Energy Information Administration,2.68
USA,United States of America,Norris Dam,131.4,36.2242,-84.0914,Hydro,,,,1936.0,Tennessee Valley Authority,419.405,U.S. Energy Information Administration,458.87
USA,United States of America,North Allegheny Windpower Project,70.0,40.4381,-78.5436,Wind,,,,2009.0,Duke Energy DEGS North Allegheny,148.864,U.S. Energy Information Administration,227.84
USA,United States of America,North Carolina Solar Bethea I,1.0,34.7047,-79.5258,Solar,,,,2012.5,Greenbacker Renewable Energy Corporation,3.31,U.S. Energy Information Administration,1.62
USA,United States of America,North County,1.0,40.7631,-73.3236,Solar,,,,2011.0,CD US Solar MT1 LLC,1.252,U.S. Energy Information Administration,1.59
USA,United States of America,North Fork,40.8,45.2433,-122.2799,Hydro,,,,1958.470588,Portland General Electric Co,132.751,U.S. Energy Information Administration,146.86
USA,United States of America,North Fork Hydro Plant,5.5,39.4616,-105.677,Hydro,,,,1988.0,Denver City & County of,8.589,U.S. Energy Information Administration,11.51
USA,United States of America,North Gooding Main Hydro,1.3,43.0451,-114.5588,Hydro,,,,2016.0,North Gooding Main Hydro LLC,4.793,U.S. Energy Information Administration,2.89
USA,United States of America,North Gorham,2.2,43.8025,-70.4499,Hydro,,,,1925.0,Brookfield White Pine Hydro LLC,12.152,U.S. Energy Information Administration,8.61
USA,United States of America,North Highlands,29.6,32.4988,-84.9956,Hydro,,,,1963.0,Georgia Power Co,152.006,U.S. Energy Information Administration,103.39
USA,United States of America,North Hollywood,9.0,34.1944,-118.3903,Hydro,,,,1993.0,Los Angeles Department of Water & Power,0.0,U.S. Energy Information Administration,23.71
USA,United States of America,North Hurlburt Wind LLC,265.0,45.7316,-120.0835,Wind,,,,2012.0,Caithness Shepherds Flat LLC,474.141,U.S. Energy Information Administration,821.92
USA,United States of America,North Palm Springs 1A,2.5,33.9242,-116.5933,Solar,,,,2012.0,Greenbacker Renewable Energy Corporation,5.67,U.S. Energy Information Administration,5.31
USA,United States of America,North Palm Springs 4A,4.0,33.9097,-116.5625,Solar,,,,2012.0,Greenbacker Renewable Energy Corporation,9.742,U.S. Energy Information Administration,8.57
USA,United States of America,North Platte,26.2,41.0864,-100.7594,Hydro,,,,1935.0,Nebraska Public Power District,114.977,U.S. Energy Information Administration,78.2
USA,United States of America,Northern Colorado Wind LLC,174.3,40.9881,-102.8969,Wind,,,,2009.0,Northern Colorado Wind LLC,351.488,U.S. Energy Information Administration,506.72
USA,United States of America,Northern Iowa Windfarm,80.0,43.3833,-93.4167,Wind,,,,2001.0,Black Hills Electric Generation LLC,124.079,U.S. Energy Information Administration,220.38
USA,United States of America,Northern Iowa Windpower II,80.0,43.3608,-93.2978,Wind,,,,2008.0,Avangrid Renewables LLC,158.114,U.S. Energy Information Administration,267.46
USA,United States of America,Northern Lights Wind LLC,1.7,44.015,-96.4367,Wind,,,,2005.0,Northern Lights Wind LLC,4.381,U.S. Energy Information Administration,5.54
USA,United States of America,Northfield Mountain,1168.0,42.6107,-72.4716,Hydro,,,,1972.75,FirstLight Power Resources  Inc. - MA,-272.637,U.S. Energy Information Administration,2901.32
USA,United States of America,Norway (IN),7.3,40.7803,-86.76,Hydro,,,,1923.0,Northern Indiana Pub Serv Co,22.032,U.S. Energy Information Administration,25.86
USA,United States of America,Norway (MI),6.3,45.7412,-87.8628,Hydro,,,,1936.238095,City of Norway,29.957,U.S. Energy Information Administration,24.83
USA,United States of America,Norway Point Hydropower Project,4.0,45.1025,-83.5189,Hydro,,,,1990.0,Thunder Bay Power Co LLC,20.341,U.S. Energy Information Administration,15.76
USA,United States of America,Norwood,2.0,44.7439,-75.0042,Hydro,,,,1928.0,Erie Boulevard Hydropower LP,10.393,U.S. Energy Information Administration,9.26
USA,United States of America,Notch Butte Hydro,1.0,42.9544,-114.4626,Hydro,,,,1986.0,Notch Butte Hydro Co Inc,4.367,U.S. Energy Information Administration,2.43
USA,United States of America,Notrees Windpower Hybrid,188.5,31.995,-102.8283,Wind,Storage,,,2009.763926,Duke Energy DEGS Notrees,394.344,U.S. Energy Information Administration,581.96
USA,United States of America,Nottely,15.9,34.9592,-84.0876,Hydro,,,,1958.09434,Tennessee Valley Authority,48.504,U.S. Energy Information Administration,49.37
USA,United States of America,Notus Wind 1,1.7,41.6083,-70.6089,Wind,,,,2010.0,Notus Clean Energy LLC,4.776,U.S. Energy Information Administration,6.97
USA,United States of America,Noxon Rapids,569.5,47.9605,-115.7336,Hydro,,,,1963.203161,Avista Corp,1573.513,U.S. Energy Information Administration,2256.94
USA,United States of America,O'Shaughnessy Hydro,5.2,40.1533,-83.1267,Hydro,,,,1988.0,City of Columbus - (OH),0.0,U.S. Energy Information Administration,17.86
USA,United States of America,ONeill,25.2,37.0987,-121.0477,Hydro,,,,1967.666667,U S Bureau of Reclamation,-62.469,U.S. Energy Information Administration,74.28
USA,United States of America,OU Spirit Wind Farm,101.2,36.3338,-99.4801,Wind,,,,2010.0,Oklahoma Gas & Electric Co,331.548,U.S. Energy Information Administration,390.77
USA,United States of America,Oahe,786.1,44.4504,-100.3866,Hydro,,,,1962.571429,USACE-Omaha,4185.392,U.S. Energy Information Administration,2382.56
USA,United States of America,Oak Creek Energy Systems I,34.5,35.0439,-118.2764,Wind,,,,1996.666667,Oak Creek Energy System Inc II,58.543,U.S. Energy Information Administration,77.65
USA,United States of America,Oak Flat,1.4,40.0753,-121.1614,Hydro,,,,1985.0,Pacific Gas & Electric Co.,4.311,U.S. Energy Information Administration,5.4
USA,United States of America,Oak Glen Wind Farm,44.0,43.9206,-93.1406,Wind,,,,2011.0,Minnesota Municipal Power Agny,110.679,U.S. Energy Information Administration,167.59
USA,United States of America,Oak Grove,51.0,45.122,-122.0699,Hydro,,,,1927.5,Portland General Electric Co,160.56,U.S. Energy Information Administration,183.57
USA,United States of America,Oakdale,11.8,40.6564,-86.7528,Hydro,,,,1925.0,Northern Indiana Pub Serv Co,24.784,U.S. Energy Information Administration,41.8
USA,United States of America,Oakdale Power Station,3.5,42.387,-71.8025,Hydro,,,,1951.0,Massachusetts Water Res Auth,10.967,U.S. Energy Information Administration,8.43
USA,United States of America,Oasis Wind,59.0,35.0609,-118.2924,Wind,,,,2005.0,Terra-Gen Operating Co-Wind,148.722,U.S. Energy Information Administration,174.99
